u,v,key,osmid,highway,lanes,maxspeed,name,oneway,reversed,length,speed_kph,travel_time,geometry,lit,surface,ref,width,tunnel,junction,access,service,bridge
10068852034,36670551,0,5215976,residential,,20 mph,Acland Road,False,True,102.18391921048875,32.1868,11.42897427385635,"LINESTRING (-3.5245334 50.7273456, -3.5244398 50.7273577, -3.5239802 50.7276384, -3.5239158 50.7276813, -3.5237093 50.7278194, -3.5235286 50.7279216, -3.5234617 50.7279509)",yes,asphalt,,6.1,,,,,
84914575,2268591156,0,5215963,residential,,20 mph,York Road,False,True,19.795960712044284,32.1868,2.214120650805903,"LINESTRING (-3.5237939 50.7281762, -3.5240028 50.7282954)",yes,asphalt,,,,,,,
84914575,7644003306,0,10244810,residential,,20 mph,Oxford Road,False,False,5.103536369536893,32.1868,0.5708157048955727,"LINESTRING (-3.5237939 50.7281762, -3.5237459 50.7282106)",yes,asphalt,,,,,,,
84914575,36670551,0,"[5215963, 408884070]",residential,2,20 mph,York Road,False,False,34.27424090550821,32.1868,3.8334741962490697,"LINESTRING (-3.5237939 50.7281762, -3.5236177 50.7280607, -3.5234617 50.7279509)",yes,asphalt,,,,,,,
2268591156,84914575,0,5215963,residential,,20 mph,York Road,False,False,19.795960712044284,32.1868,2.214120650805903,"LINESTRING (-3.5240028 50.7282954, -3.5237939 50.7281762)",yes,asphalt,,,,,,,
2268591156,318323627,0,5215963,residential,,20 mph,York Road,False,True,3.4409130911353016,32.1868,0.3848561251223199,"LINESTRING (-3.5240028 50.7282954, -3.5240405 50.7283151)",yes,asphalt,,,,,,,
2268591156,2268591192,0,5582257,residential,,20 mph,King William Street,False,True,102.1520719028461,32.1868,11.425412245089477,"LINESTRING (-3.5240028 50.7282954, -3.5242496 50.7281649, -3.5246459 50.7279743, -3.5247365 50.7279226, -3.5247738 50.7278845, -3.5248838 50.7277635, -3.5249774 50.7276384)",yes,asphalt,,,,,,,
7644003306,84914575,0,10244810,residential,,20 mph,Oxford Road,False,True,5.103536369536893,32.1868,0.5708157048955727,"LINESTRING (-3.5237459 50.7282106, -3.5237939 50.7281762)",yes,asphalt,,,,,,,
7644003306,84917446,0,"[10244810, 1153868467]",residential,,20 mph,Oxford Road,False,False,119.42789499001722,32.1868,13.357662829609097,"LINESTRING (-3.5237459 50.7282106, -3.5233068 50.728562, -3.5230126 50.7288113, -3.5227149 50.7290635)",yes,asphalt,,,,,,,
7644003306,7644003309,0,818514809,footway,,,,False,False,62.991321637243466,32.1868,7.045396183965989,"LINESTRING (-3.5237459 50.7282106, -3.5233819 50.7279582, -3.523164 50.7278207, -3.5231327 50.7277982)",no,paving_stones,,,,,,,
315875791,2388463370,0,5215957,unclassified,2,20 mph,Blackall Road,False,True,60.04921126339051,32.1868,6.716329692551166,"LINESTRING (-3.5282073 50.729008, -3.5289684 50.728764)",no,asphalt,,,,,,,
315875791,206179643,0,5215957,unclassified,2,20 mph,Blackall Road,False,False,128.0021098798727,32.1868,14.316663836341041,"LINESTRING (-3.5282073 50.729008, -3.527761 50.7291708, -3.5271293 50.7294135, -3.5266355 50.7295867)",no,asphalt,,,,,,,
315875791,59996190,0,"[28729268, 50759509, 45514279]",residential,,,Howell Road,False,False,60.38274879291505,32.7417448275862,6.63916650744113,"LINESTRING (-3.5282073 50.729008, -3.5281238 50.7288867, -3.5279437 50.7285591, -3.5279139 50.7284981)",no,asphalt,,,,,,,yes
315875791,5332097150,0,41470942,residential,,20 mph,Howell Road,False,True,32.7117286885934,32.1868,3.6587117476399107,"LINESTRING (-3.5282073 50.729008, -3.5282548 50.7290669, -3.5283481 50.7291298, -3.5283782 50.7291489, -3.528426 50.7291714, -3.5284862 50.7291888, -3.52854 50.7291977)",no,asphalt,,,,,,,
2304109924,260755316,0,10244285,residential,,20 mph,Thornton Hill,False,False,41.77897268786051,32.1868,4.672856626825216,"LINESTRING (-3.5270757 50.7299421, -3.5273621 50.7302712)",no,asphalt,,7.3,,,,,
2304109924,2304110052,0,221387019,service,,,,False,True,72.27475810701353,32.1868,8.083721562418406,"LINESTRING (-3.5270757 50.7299421, -3.5279797 50.7296338)",no,asphalt,,,,,,,
2304109924,206179643,0,10244285,residential,,20 mph,Thornton Hill,False,True,50.3024236086804,32.1868,5.6261798312118465,"LINESTRING (-3.5270757 50.7299421, -3.5270343 50.7298948, -3.5266355 50.7295867)",no,asphalt,,7.3,,,,,
10936592092,59818833,0,42027866,unclassified,2,20 mph,Pennsylvania Road,False,False,16.53586891028967,32.1868,1.8494888611804472,"LINESTRING (-3.5257518 50.7303698, -3.5257852 50.7302226)",no,asphalt,,,,,,,
10936592092,84917846,0,42027866,unclassified,2,20 mph,Pennsylvania Road,False,True,39.473555408557985,32.1868,4.415002406912423,"LINESTRING (-3.5257518 50.7303698, -3.5256722 50.7307212)",no,asphalt,,,,,,,
10936592092,10936592085,0,1177206698,service,,,,False,True,73.27435364599063,32.1868,8.19552341722589,"LINESTRING (-3.5257518 50.7303698, -3.5258071 50.7303743, -3.5258628 50.7303605, -3.5258966 50.7303192, -3.5259233 50.7303084, -3.5260395 50.7303084, -3.5264147 50.7303529, -3.5263711 50.7305551)",no,asphalt,,,,,,,
2386412458,59818833,0,"[881318392, 881318393, 230111855]",service,,,,False,False,57.88648493657013,32.1868,6.474435040813392,"LINESTRING (-3.5249993 50.7301224, -3.525171 50.7300965, -3.5253601 50.7301313, -3.5254721 50.7301543, -3.5255352 50.7301674, -3.5256481 50.7301902, -3.5257852 50.7302226)",no,asphalt,,,building_passage,,,,
41437537,9773201158,0,5581935,unclassified,2,20 mph,Bailey Street,False,False,4.546488554942751,32.1868,0.5085115263957245,"LINESTRING (-3.5279109 50.7258122, -3.5279515 50.7257804)",yes,paving_stones,,,,,,,
41437537,36670781,0,5581935,unclassified,2,20 mph,Bailey Street,False,True,37.194526305530594,32.1868,4.160099627794939,"LINESTRING (-3.5279109 50.7258122, -3.5275077 50.7260284)",yes,asphalt,,,,,,,
41437537,2562840010,0,5582110,residential,,20 mph,Northernhay Place,False,False,29.443352230017958,32.1868,3.2931533432358813,"LINESTRING (-3.5279109 50.7258122, -3.5281863 50.7260115)",yes,asphalt,,,,,,,
9773201158,41437537,0,5581935,unclassified,2,20 mph,Bailey Street,False,True,4.546488554942751,32.1868,0.5085115263957245,"LINESTRING (-3.5279515 50.7257804, -3.5279109 50.7258122)",yes,paving_stones,,,,,,,
9773201158,41436222,0,"[1153868287, 5581935]",unclassified,2,20 mph,Bailey Street,False,False,19.748399939310502,32.1868,2.208801116653964,"LINESTRING (-3.5279515 50.7257804, -3.5280915 50.7257129, -3.5281731 50.7256715)",yes,paving_stones,,,,,,,
9773201158,41437657,0,5582128,footway,,,Roman Gate,False,False,56.25911037251997,32.1868,6.2924179272581275,"LINESTRING (-3.5279515 50.7257804, -3.5279209 50.7257607, -3.5275561 50.7254716, -3.5274811 50.7254073, -3.5274544 50.7253845)",yes,paving_stones,,,,,,,
2562840010,41437537,0,5582110,residential,,20 mph,Northernhay Place,False,True,29.443352230017958,32.1868,3.2931533432358813,"LINESTRING (-3.5281863 50.7260115, -3.5279109 50.7258122)",yes,asphalt,,,,,,,
2562840010,10671264590,0,"[5582110, 30847343]","['footway', 'residential']",,20 mph,Northernhay Place,False,"[False, True]",57.63135681196099,32.1868,6.445899701836144,"LINESTRING (-3.5281863 50.7260115, -3.528564 50.7262807, -3.5286165 50.726326, -3.5286958 50.7263817, -3.5287159 50.7264056)",yes,asphalt,,,,,,,
2562840010,2562840003,0,249712363,service,,,,False,True,39.35379362656181,32.1868,4.401607399791919,"LINESTRING (-3.5281863 50.7260115, -3.5281347 50.7260498, -3.5279725 50.7261399, -3.5279271 50.7261612, -3.5280457 50.7262688)",yes,asphalt,,,,,,,
292262646,380467929,0,5582189,unclassified,,20 mph,King William Street,False,True,36.034784969556746,32.1868,4.030385931201744,"LINESTRING (-3.5271285 50.7266723, -3.5268507 50.7266274, -3.5267816 50.7265999, -3.5267314 50.7265587, -3.5267031 50.7265242)",yes,asphalt,,,,,,,
292262646,3297556862,0,42027861,unclassified,,20 mph,Longbrook Street,False,False,68.92883253492323,32.1868,7.709489515134267,"LINESTRING (-3.5271285 50.7266723, -3.5271847 50.7264889, -3.5272495 50.7262618, -3.5272741 50.7262023, -3.5273065 50.726161, -3.5273222 50.726141, -3.5273811 50.726079)",yes,asphalt,,,,,,,
292262646,1479619192,0,42027861,unclassified,,20 mph,Longbrook Street,False,True,39.55844225623364,32.1868,4.424496754024666,"LINESTRING (-3.5271285 50.7266723, -3.5270999 50.7267667, -3.5270211 50.7270215)",yes,asphalt,,,,,,,
36670915,5783907569,0,5215994,unclassified,2,20 mph,Dixs Field,False,True,20.898878463541447,32.1868,2.3374787946844426,"LINESTRING (-3.5255017 50.724689, -3.525495 50.7248769)",yes,paving_stones,,,,,,,
36670915,5781609899,0,610512789,service,,,,False,True,10.997517382910194,32.1868,1.2300403450630912,"LINESTRING (-3.5255017 50.724689, -3.5256577 50.7246944)",yes,asphalt,,,,,delivery,,
36670915,1479619195,0,"[684449969, 1047223866]",unclassified,2,"['30 mph', '20 mph']",Dixs Field,False,"[False, True]",27.085195288462188,40.2335,2.423520276348413,"LINESTRING (-3.5255017 50.724689, -3.5255064 50.724653, -3.5255238 50.7246129, -3.5255556 50.7245707, -3.5256112 50.7244569)",yes,asphalt,,,,,,,
5783907569,36670915,0,5215994,unclassified,2,20 mph,Dixs Field,False,False,20.898878463541447,32.1868,2.3374787946844426,"LINESTRING (-3.525495 50.7248769, -3.5255017 50.724689)",yes,paving_stones,,,,,,,
5783907569,9629502423,0,610764858,footway,,,,False,True,8.932677823531986,32.1868,0.9990940436674398,"LINESTRING (-3.525495 50.7248769, -3.5253681 50.7248769)",yes,paving_stones,,,,,,,
5783907569,3297556876,0,5215994,unclassified,2,20 mph,Dixs Field,False,True,10.408992658496745,32.1868,1.1642155657160167,"LINESTRING (-3.525495 50.7248769, -3.5254922 50.7249358, -3.5254884 50.7249704)",yes,paving_stones,,,,,,,
5783907569,6212403294,0,663716085,footway,,,,False,False,15.007217865894937,32.1868,1.678513686269582,"LINESTRING (-3.525495 50.7248769, -3.5256276 50.7248858, -3.5256531 50.7249079, -3.5256818 50.7249223)",yes,paving_stones,,,,,,,
5781609899,36670915,0,610512789,service,,,,False,False,10.997517382910194,32.1868,1.2300403450630912,"LINESTRING (-3.5256577 50.7246944, -3.5255017 50.724689)",yes,asphalt,,,,,delivery,,
1479619195,59817555,0,1066706819,footway,,,,False,True,33.9997740612086,32.1868,3.8027758776998946,"LINESTRING (-3.5256112 50.7244569, -3.5260865 50.7245113)",yes,asphalt,,,,,,,
1479619195,9773108232,0,231124452,footway,,,,False,True,10.78459468882352,32.1868,1.2062255607815835,"LINESTRING (-3.5256112 50.7244569, -3.5255498 50.7244524, -3.5254586 50.7244562)",yes,asphalt,,,,,,,
1479619195,36670915,0,"[684449969, 1047223866]",unclassified,2,"['30 mph', '20 mph']",Dixs Field,False,"[False, True]",27.08519528846219,40.2335,2.4235202763484134,"LINESTRING (-3.5256112 50.7244569, -3.5255556 50.7245707, -3.5255238 50.7246129, -3.5255064 50.724653, -3.5255017 50.724689)",yes,asphalt,,,,,,,
1479619195,36670916,0,684449969,unclassified,,20 mph,Dixs Field,False,True,18.773513998500917,32.1868,2.099762958560755,"LINESTRING (-3.5256112 50.7244569, -3.5256229 50.7244096, -3.5256447 50.7243655, -3.5256821 50.7242946)",yes,asphalt,,,,,,,
9629502423,5783907569,0,610764858,footway,,,,False,False,8.932677823531986,32.1868,0.9990940436674398,"LINESTRING (-3.5253681 50.7248769, -3.525495 50.7248769)",yes,paving_stones,,,,,,,
9629502423,6212410507,0,610764858,footway,,,,False,True,24.152146343125196,32.1868,2.701347348454979,"LINESTRING (-3.5253681 50.7248769, -3.5253339 50.7248964, -3.5250408 50.7249271)",yes,asphalt,,,,,,,
9629502423,9773108232,0,1064082319,footway,,,,False,True,47.60123146427474,32.1868,5.324059343314311,"LINESTRING (-3.5253681 50.7248769, -3.5253882 50.7248493, -3.5253936 50.7248179, -3.5253882 50.7247857, -3.5253842 50.7247381, -3.5253949 50.7246659, -3.5254245 50.7245658, -3.5254459 50.7244978, -3.5254586 50.7244562)",yes,asphalt,,,,,,,
59817555,1479619195,0,1066706819,footway,,,,False,False,33.9997740612086,32.1868,3.8027758776998946,"LINESTRING (-3.5260865 50.7245113, -3.5256112 50.7244569)",yes,asphalt,,,,,,,
59817555,59817557,0,7991785,service,,20 mph,,False,False,11.347840687778088,32.1868,1.2692229881815253,"LINESTRING (-3.5260865 50.7245113, -3.5260984 50.7244759, -3.5261131 50.7244107)",yes,asphalt,,,,,,,
59817555,9629666235,0,7991785,service,,20 mph,,False,True,12.24927223132498,32.1868,1.37004548550244,"LINESTRING (-3.5260865 50.7245113, -3.5260509 50.7245804, -3.5260389 50.7246171)",yes,asphalt,,,,,,,
59817555,1786461667,0,134593745,footway,,,Blueboy Lane,False,True,48.508774926290485,32.1868,5.425565440946158,"LINESTRING (-3.5260865 50.7245113, -3.5262013 50.7245232, -3.5264366 50.7245811, -3.5265262 50.7245982, -3.5266402 50.7246129, -3.5266586 50.7246352, -3.5267065 50.7246681)",yes,asphalt,,,,,,,
9773108232,1479619195,0,231124452,footway,,,,False,False,10.78459468882352,32.1868,1.2062255607815835,"LINESTRING (-3.5254586 50.7244562, -3.5255498 50.7244524, -3.5256112 50.7244569)",yes,asphalt,,,,,,,
9773108232,9773108243,0,231124452,footway,,,,False,True,64.88140541210485,32.1868,7.256796558948933,"LINESTRING (-3.5254586 50.7244562, -3.5253822 50.7244524, -3.5252944 50.7244448, -3.5251851 50.7244337, -3.5251535 50.7244278, -3.5250744 50.7244117, -3.5250033 50.7243871, -3.5249403 50.7243505, -3.5249235 50.7243234, -3.5249249 50.7242831, -3.5249269 50.7242024, -3.5248022 50.7241908)",no,asphalt,,,,,,,
9773108232,9629502423,0,1064082319,footway,,,,False,False,47.60123146427473,32.1868,5.32405934331431,"LINESTRING (-3.5254586 50.7244562, -3.5254459 50.7244978, -3.5254245 50.7245658, -3.5253949 50.7246659, -3.5253842 50.7247381, -3.5253882 50.7247857, -3.5253936 50.7248179, -3.5253882 50.7248493, -3.5253681 50.7248769)",yes,asphalt,,,,,,,
36670916,59817557,0,233733676,unclassified,,20 mph,Dixs Field,False,True,33.14883739390615,32.1868,3.707601085477965,"LINESTRING (-3.5256821 50.7242946, -3.525782 50.7243104, -3.5258745 50.7243305, -3.5261131 50.7244107)",yes,asphalt,,,,,,,
36670916,36671018,0,303588396,unclassified,,20 mph,Dixs Field,False,True,63.069066114168706,32.1868,7.05409167767555,"LINESTRING (-3.5256821 50.7242946, -3.5255641 50.7242702, -3.5253178 50.7242313, -3.5248119 50.7241609)",yes,asphalt,,,,,,,
36670916,1479619195,0,684449969,unclassified,,20 mph,Dixs Field,False,False,18.773513998500913,32.1868,2.0997629585607545,"LINESTRING (-3.5256821 50.7242946, -3.5256447 50.7243655, -3.5256229 50.7244096, -3.5256112 50.7244569)",yes,asphalt,,,,,,,
59817557,59817555,0,7991785,service,,20 mph,,False,True,11.347840687778088,32.1868,1.2692229881815253,"LINESTRING (-3.5261131 50.7244107, -3.5260984 50.7244759, -3.5260865 50.7245113)",yes,asphalt,,,,,,,
59817557,36670916,0,233733676,unclassified,,20 mph,Dixs Field,False,False,33.14883739390615,32.1868,3.707601085477965,"LINESTRING (-3.5261131 50.7244107, -3.5258745 50.7243305, -3.525782 50.7243104, -3.5256821 50.7242946)",yes,asphalt,,,,,,,
59817557,3518325224,0,"[684449968, 830424858]",unclassified,,20 mph,Southernhay East,False,"[False, True]",45.27037287000215,32.1868,5.063359586290273,"LINESTRING (-3.5261131 50.7244107, -3.5261557 50.7244032, -3.5261806 50.7243797, -3.5261585 50.7242644, -3.5261704 50.7241573, -3.5261809 50.7240547, -3.5261797 50.7240302)",yes,asphalt,,,,,,,
36671018,9773108243,0,1064082320,service,,,,False,False,3.394123689694295,32.1868,0.37962286660679107,"LINESTRING (-3.5248119 50.7241609, -3.5248022 50.7241908)",no,asphalt,,,,,,,
36671018,36670916,0,303588396,unclassified,,20 mph,Dixs Field,False,False,63.069066114168706,32.1868,7.05409167767555,"LINESTRING (-3.5248119 50.7241609, -3.5253178 50.7242313, -3.5255641 50.7242702, -3.5256821 50.7242946)",yes,asphalt,,,,,,,
36671018,986600684,0,303588396,unclassified,,20 mph,Dixs Field,False,True,58.37393321947317,32.1868,6.52895471404748,"LINESTRING (-3.5248119 50.7241609, -3.5247157 50.7241469, -3.5240907 50.7240477, -3.5240054 50.7240398)",no,asphalt,,,,,,,
3518325224,36670922,0,43470226,unclassified,,20 mph,Southernhay East,False,True,30.63103139589123,32.1868,3.4259918048767957,"LINESTRING (-3.5261797 50.7240302, -3.5261981 50.7240112, -3.5262284 50.7240066, -3.5262547 50.7240076, -3.5263318 50.7240121, -3.5265938 50.7240373)",yes,asphalt,,,,,,,
3518325224,3518325226,0,"[345137652, 666314325]","['unclassified', 'service']",,20 mph,Southernhay East,False,False,28.507379160952603,32.1868,3.1884674767118626,"LINESTRING (-3.5261797 50.7240302, -3.5261614 50.7239846, -3.5261476 50.7239754, -3.5261088 50.7239629, -3.5258419 50.7239567)",no,asphalt,,,,,,,
3518325224,59817557,0,"[684449968, 830424858]",unclassified,,20 mph,Southernhay East,False,"[False, True]",45.27037287000215,32.1868,5.063359586290273,"LINESTRING (-3.5261797 50.7240302, -3.5261809 50.7240547, -3.5261704 50.7241573, -3.5261585 50.7242644, -3.5261806 50.7243797, -3.5261557 50.7244032, -3.5261131 50.7244107)",yes,asphalt,,,,,,,
9773108243,9773108244,0,1064082320,service,,,,False,False,9.073890495486282,32.1868,1.0148882704633768,"LINESTRING (-3.5248022 50.7241908, -3.524776 50.7242707)",no,asphalt,,,,,,,
9773108243,36671018,0,1064082320,service,,,,False,True,3.394123689694295,32.1868,0.37962286660679107,"LINESTRING (-3.5248022 50.7241908, -3.5248119 50.7241609)",no,asphalt,,,,,,,
9773108243,9773108232,0,231124452,footway,,,,False,False,64.88140541210487,32.1868,7.256796558948934,"LINESTRING (-3.5248022 50.7241908, -3.5249269 50.7242024, -3.5249249 50.7242831, -3.5249235 50.7243234, -3.5249403 50.7243505, -3.5250033 50.7243871, -3.5250744 50.7244117, -3.5251535 50.7244278, -3.5251851 50.7244337, -3.5252944 50.7244448, -3.5253822 50.7244524, -3.5254586 50.7244562)",no,asphalt,,,,,,,
9773108243,2395302282,0,231124452,footway,,,,False,True,23.389981601646603,32.1868,2.616101438040681,"LINESTRING (-3.5248022 50.7241908, -3.5247432 50.7241843, -3.5246899 50.7242076, -3.5246178 50.7242245, -3.5245368 50.7242384, -3.5244923 50.7242476)",no,asphalt,,,,,,,
986600684,36671018,0,303588396,unclassified,,20 mph,Dixs Field,False,False,58.37393321947317,32.1868,6.52895471404748,"LINESTRING (-3.5240054 50.7240398, -3.5240907 50.7240477, -3.5247157 50.7241469, -3.5248119 50.7241609)",no,asphalt,,,,,,,
986600684,748214214,0,303588396,unclassified,,20 mph,Dixs Field,False,True,7.796228144770163,32.1868,0.8719854512151749,"LINESTRING (-3.5240054 50.7240398, -3.5239543 50.7240256, -3.523904 50.7240116)",yes,concrete,,,,,,,
986600684,986600678,0,695612073,service,,,Manor Court,False,True,18.31018176673184,32.1868,2.0479405955309207,"LINESTRING (-3.5240054 50.7240398, -3.5239415 50.7241786, -3.5239303 50.7241974)",no,asphalt,,,,,,,
36670922,3518325224,0,43470226,unclassified,,20 mph,Southernhay East,False,False,30.63103139589123,32.1868,3.4259918048767957,"LINESTRING (-3.5265938 50.7240373, -3.5263318 50.7240121, -3.5262547 50.7240076, -3.5262284 50.7240066, -3.5261981 50.7240112, -3.5261797 50.7240302)",yes,asphalt,,,,,,,
3518325226,3518325224,0,"[345137652, 666314325]","['unclassified', 'service']",,20 mph,Southernhay East,False,True,28.507379160952603,32.1868,3.1884674767118626,"LINESTRING (-3.5258419 50.7239567, -3.5261088 50.7239629, -3.5261476 50.7239754, -3.5261614 50.7239846, -3.5261797 50.7240302)",no,asphalt,,,,,,,
9773108244,9773108243,0,1064082320,service,,,,False,True,9.073890495486282,32.1868,1.0148882704633768,"LINESTRING (-3.524776 50.7242707, -3.5248022 50.7241908)",no,asphalt,,,,,,,
2395302282,2395302250,0,231124450,footway,,,,False,False,38.23452085249936,32.1868,4.2764199941900936,"LINESTRING (-3.5244923 50.7242476, -3.52399 50.7242046, -3.5239561 50.7242128)",no,concrete,,,,,,,
2395302282,9773108243,0,231124452,footway,,,,False,False,23.3899816016466,32.1868,2.6161014380406806,"LINESTRING (-3.5244923 50.7242476, -3.5245368 50.7242384, -3.5246178 50.7242245, -3.5246899 50.7242076, -3.5247432 50.7241843, -3.5248022 50.7241908)",no,asphalt,,,,,,,
2395302282,9773108254,0,231124452,footway,,,,False,True,40.54073699104145,32.1868,4.5343635641862265,"LINESTRING (-3.5244923 50.7242476, -3.5244432 50.7242827, -3.5244098 50.724305, -3.5243775 50.7243284, -3.5243532 50.7243385, -3.524305 50.7243463, -3.5242574 50.7243444, -3.5241945 50.7243429, -3.5239798 50.7243393)",no,asphalt,,,,,,,
748214214,986600684,0,303588396,unclassified,,20 mph,Dixs Field,False,False,7.796228144770163,32.1868,0.8719854512151749,"LINESTRING (-3.523904 50.7240116, -3.5239543 50.7240256, -3.5240054 50.7240398)",yes,concrete,,,,,,,
986600678,2395302250,0,695612073,service,,,Manor Court,False,True,2.4961254327592584,32.1868,0.27918437241146465,"LINESTRING (-3.5239303 50.7241974, -3.5239561 50.7242128)",no,concrete,,,,,,,
986600678,9773108254,0,"[85001220, 231124453, 695612073, 1211795822, 231124447]",service,,,Manor Court,False,"[False, True]",159.13118269483482,32.1868,17.79836012593378,"LINESTRING (-3.5239303 50.7241974, -3.5238937 50.7241919, -3.5238515 50.724197, -3.5238245 50.7242058, -3.5237888 50.7242295, -3.5237724 50.7242533, -3.5237697 50.7242954, -3.5237663 50.7243519, -3.5237615 50.7245012, -3.5237902 50.7247497, -3.5238008 50.7248835, -3.524002 50.7248827, -3.5239815 50.7245274, -3.52398 50.7243571, -3.5239798 50.7243393)",yes,concrete,,,building_passage,,,parking_aisle,
986600678,986600684,0,695612073,service,,,Manor Court,False,False,18.31018176673184,32.1868,2.0479405955309207,"LINESTRING (-3.5239303 50.7241974, -3.5239415 50.7241786, -3.5240054 50.7240398)",no,asphalt,,,,,,,
36671159,40929978,0,430168191,unclassified,,20 mph,Southernhay East,False,True,1.8828877130344117,32.1868,0.21059551638944793,"LINESTRING (-3.5267274 50.7221929, -3.5267182 50.7222088)",no,asphalt,,,,,,,
36671159,3022915883,0,477249809,unclassified,,20 mph,Southernhay East,False,False,27.33747642131339,32.1868,3.0576172566619926,"LINESTRING (-3.5267274 50.7221929, -3.5268864 50.7219686)",no,asphalt,,,,,,,
36671159,40927408,0,5216014,unclassified,,20 mph,,False,False,32.771247861982744,32.1868,3.665368794137283,"LINESTRING (-3.5267274 50.7221929, -3.5270144 50.7222463, -3.5271754 50.7222729)",no,asphalt,,,,,,,
40929978,36671159,0,430168191,unclassified,,20 mph,Southernhay East,False,False,1.8828877130344117,32.1868,0.21059551638944793,"LINESTRING (-3.5267182 50.7222088, -3.5267274 50.7221929)",no,asphalt,,,,,,,
40929978,10884333054,0,5550050,footway,,,Southernhay Gardens,False,False,39.876650046156385,32.1868,4.460087370169231,"LINESTRING (-3.5267182 50.7222088, -3.5266473 50.7221914, -3.5262506 50.7220939, -3.526186 50.7220977)",no,asphalt,,,,,,,
40929978,1786461615,0,430168191,unclassified,,20 mph,Southernhay East,False,True,53.80170877033008,32.1868,6.0175647027100645,"LINESTRING (-3.5267182 50.7222088, -3.5265041 50.7225078, -3.5264219 50.7226544)",no,asphalt,,,,,,,
3022915883,3013401187,0,477249809,unclassified,,20 mph,Southernhay East,False,False,30.483537083180167,32.1868,3.4094949948254754,"LINESTRING (-3.5268864 50.7219686, -3.5270569 50.7217166)",no,paved,,,,,,,
3022915883,36671159,0,477249809,unclassified,,20 mph,Southernhay East,False,True,27.33747642131339,32.1868,3.0576172566619926,"LINESTRING (-3.5268864 50.7219686, -3.5267274 50.7221929)",no,asphalt,,,,,,,
3022915883,3022915884,0,298364870,footway,,,Southernhay Gardens,False,False,40.871283260782015,32.1868,4.571334203425481,"LINESTRING (-3.5268864 50.7219686, -3.5268088 50.7219486, -3.5263422 50.7218406)",no,paved,,3,,,,,
40927408,5679453050,0,5549968,service,,,Cathedral Close,False,False,3.1893608154382846,32.1868,0.35672073444945834,"LINESTRING (-3.5271754 50.7222729, -3.5272196 50.7222792)",no,asphalt,,,,,,,
40927408,36671159,0,5216014,unclassified,,20 mph,,False,True,32.771247861982744,32.1868,3.665368794137283,"LINESTRING (-3.5271754 50.7222729, -3.5270144 50.7222463, -3.5267274 50.7221929)",no,asphalt,,,,,,,
40927408,1446519480,0,9045054,unclassified,,20 mph,Southernhay West,False,True,98.37874076392491,32.1868,11.003376127795548,"LINESTRING (-3.5271754 50.7222729, -3.5274182 50.7218157, -3.5275936 50.7214647, -3.5275908 50.7214305)",no,asphalt,,,,,,,
40927408,40926521,0,"[33435338, 1111143180]",unclassified,,20 mph,Southernhay West,False,False,107.40360654160654,32.1868,12.012781126107086,"LINESTRING (-3.5271754 50.7222729, -3.5270984 50.722446, -3.5267861 50.7232068)",no,asphalt,,,,,,,
10884333054,10884333049,0,5550050,footway,,,Southernhay Gardens,False,False,2.3885650171417057,32.1868,0.2671540526461202,"LINESTRING (-3.526186 50.7220977, -3.5261523 50.7220952)",no,paving_stones,,,,,,,
10884333054,40929978,0,5550050,footway,,,Southernhay Gardens,False,True,39.876650046156385,32.1868,4.460087370169231,"LINESTRING (-3.526186 50.7220977, -3.5262506 50.7220939, -3.5266473 50.7221914, -3.5267182 50.7222088)",no,asphalt,,,,,,,
10884333054,3022915884,0,"[1171306536, 1171306537]","['steps', 'footway']",,,,False,True,30.630009576537596,34.06605393721507,3.2368889768906963,"LINESTRING (-3.526186 50.7220977, -3.526199 50.7220765, -3.5263422 50.7218406)",no,paving_stones,,,,,,,
1786461615,106201157,0,33435337,unclassified,,20 mph,Southernhay East,False,True,53.220289661579685,32.1868,5.952534665816014,"LINESTRING (-3.5264219 50.7226544, -3.52637 50.7227761, -3.526327 50.7229289, -3.5263044 50.7230831, -3.5262965 50.7231253)",no,asphalt,,6.5,,,,,
1786461615,40929978,0,430168191,unclassified,,20 mph,Southernhay East,False,False,53.80170877033008,32.1868,6.0175647027100645,"LINESTRING (-3.5264219 50.7226544, -3.5265041 50.7225078, -3.5267182 50.7222088)",no,asphalt,,,,,,,
1786461615,380467953,0,"[1171306562, 430168190]","['service', 'footway']",,,Southernhay Gardens,False,False,64.33824066470827,32.1868,7.196045161151459,"LINESTRING (-3.5264219 50.7226544, -3.526358 50.7226417, -3.5263473 50.7226393, -3.5261554 50.7226029, -3.5260512 50.722564, -3.5260104 50.7225266, -3.5259995 50.7224994, -3.5259854 50.7224757, -3.5259208 50.7224355, -3.5258012 50.7223997, -3.5256742 50.7223701)",no,asphalt,,,,,,,
3013401187,106201216,0,477249809,unclassified,,20 mph,Southernhay East,False,False,28.867949833214105,32.1868,3.228796258080045,"LINESTRING (-3.5270569 50.7217166, -3.5272465 50.7214864)",no,asphalt,,,,,,,
3013401187,3022915883,0,477249809,unclassified,,20 mph,Southernhay East,False,True,30.483537083180167,32.1868,3.4094949948254754,"LINESTRING (-3.5270569 50.7217166, -3.5268864 50.7219686)",no,paved,,,,,,,
